,id,thread_title,reply_split,classification,reply_sub,reply_words,entity,entity_locs,spin,speed,hardness,tackiness,weight,control,throw angle,durability,blocking,looping,throw,specific_aspects_cnt,g_comparative_word_begin_idx,g_comparative,g_comparative_words,comparative_word_begin_idx,comparative,comparative_words,comparative_aspects
1475,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,Stiga Genesis Series looks interesting.,descriptive,Stiga Genesis Series looks interesting.,"['Stiga', 'Genesis', 'Series', 'looks', 'interesting', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
1481,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,"For slow spinny loop barely touch the rubber, H3 > Vega China",descriptive,"For slow spinny loop barely touch the rubber, DHS-Hurricane-3 > Vega China","['For', 'slow', 'spinny', 'loop', 'barely', 'touch', 'the', 'rubber', ',', 'DHS-Hurricane-3', '>', 'Vega', 'China']",['DHS-Hurricane-3'],[47],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"[5, 9]","['less', 'greater']","['low', 'spinny']",[4],['less'],['slow'],['speed']
1485,5f6c28204272aba9ab7756df,Hurricane 3 Neo vs Hurricane 3 Neo Provisional Questions,"well iv played with all 3 versions luckly enoughNH3- pro NH3 and National NH3(blue sponge)iv found over time these are the best forehand rubbers ever made for chinese styled forehandthen the rest of the main DHS come next , skyline 2 - 3 and hurricane 2 neo ofcwell back to the differencesNeo H 3 is very powerful non tensor rubber if u used your body coz it can go like a rocket when done correctly and spin is great and the control is great  Provincial version is just a little bit more of all and yeah a crisper hit( not worth the money tho)And the national blue well its the best forhand rubber ever its so powerful, spinny and nice control but the only con it doesn't last long =( 1-3 months then its deadif u boost the Neo Hurricane 3 commercial it nearly has the same power as the national and control but not the spin, i used ""Falco temp booster longer"" it lasts for ages commercial has 4 cutsProvincial has 2 cutsNational has no cutsi hope that helps",descriptive,"well iv played with all 3 versions luckly enoughNH3- pro NH3 and National NH3(blue sponge)iv found over time these are the best forehand rubbers ever made for chinese styled forehandthen the rest of the main DHS come next , DHS-NEO-Skyline-2 - 3 and DHS-Hurricane-2 neo ofcwell back to the differencesNeo H 3 is very powerful non Tensor-rubbers if u used your body coz it can go like a rocket when done correctly and spin is great and the control is great  Provincial version is just a little bit more of all and yeah a crisper hit( not worth the money tho)And the national blue well its the best forhand rubber ever its so powerful, spinny and nice control but the only con it doesn't last long =( 1-3 months then its deadif u boost the DHS-NEO-Hurricane-3 commercial it nearly has the same power as the national and control but not the spin, i used ""Falco temp booster longer"" it lasts for ages commercial has 4 cutsProvincial has 2 cutsNational has no cutsi hope that helps","['well', 'iv', 'played', 'with', 'all', '3', 'versions', 'luckly', 'enoughNH3-', 'pro', 'NH3', 'and', 'National', 'NH3', '(', 'blue', 'sponge', ')', 'iv', 'found', 'over', 'time', 'these', 'are', 'the', 'best', 'forehand', 'rubbers', 'ever', 'made', 'for', 'chinese', 'styled', 'forehandthen', 'the', 'rest', 'of', 'the', 'main', 'DHS', 'come', 'next', ',', 'DHS-NEO-Skyline-2', '-', '3', 'and', 'DHS-Hurricane-2', 'neo', 'ofcwell', 'back', 'to', 'the', 'differencesNeo', 'H', '3', 'is', 'very', 'powerful', 'non', 'Tensor-rubbers', 'if', 'u', 'used', 'your', 'body', 'coz', 'it', 'can', 'go', 'like', 'a', 'rocket', 'when', 'done', 'correctly', 'and', 'spin', 'is', 'great', 'and', 'the', 'control', 'is', 'great', 'Provincial', 'version', 'is', 'just', 'a', 'little', 'bit', 'more', 'of', 'all', 'and', 'yeah', 'a', 'crisper', 'hit', '(', 'not', 'worth', 'the', 'money', 'tho', ')', 'And', 'the', 'national', 'blue', 'well', 'its', 'the', 'best', 'forhand', 'rubber', 'ever', 'its', 'so', 'powerful', ',', 'spinny', 'and', 'nice', 'control', 'but', 'the', 'only', 'con', 'it', 'does', ""n't"", 'last', 'long', '=', '(', '1-3', 'months', 'then', 'its', 'deadif', 'u', 'boost', 'the', 'DHS-NEO-Hurricane-3', 'commercial', 'it', 'nearly', 'has', 'the', 'same', 'power', 'as', 'the', 'national', 'and', 'control', 'but', 'not', 'the', 'spin', ',', 'i', 'used', '``', 'Falco', 'temp', 'booster', 'longer', ""''"", 'it', 'lasts', 'for', 'ages', 'commercial', 'has', '4', 'cutsProvincial', 'has', '2', 'cutsNational', 'has', 'no', 'cutsi', 'hope', 'that', 'helps']","['DHS-NEO-Skyline-2', 'DHS-Hurricane-2', 'Tensor-rubbers', 'DHS-NEO-Hurricane-3']","[228, 254, 334, 747]",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,"[621, 484, 123, 770]","['greater', 'greater', 'greater', 'equal']","['spinny', 'more', 'best', 'same']",[],[],[],[]
1496,5f6c286a4272aba9ab77570b,Donic Baracuda vs Yasaka Rakza 7/7 soft,"If you want more spin but don't mind less speed, then Rakza7 Soft will give very good spin and touch.",descriptive,"If you want more spin but don't mind less speed, then Yasaka-Rakza-7 Soft will give very good spin and touch.","['If', 'you', 'want', 'more', 'spin', 'but', 'do', ""n't"", 'mind', 'less', 'speed', ',', 'then', 'Yasaka-Rakza-7', 'Soft', 'will', 'give', 'very', 'good', 'spin', 'and', 'touch', '.']",['Yasaka-Rakza-7'],[56],1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"[37, 12]","['less', 'greater']","['less', 'more']",[12],['greater'],['more spin'],['spin']
1505,5f6c28834272aba9ab77571b,Thin / Fast vs. Thick / Slow,"I'd say this is generally a ""fast"" setup.",descriptive,"I'd say this is generally a ""fast"" setup.","['I', ""'d"", 'say', 'this', 'is', 'generally', 'a', '``', 'fast', ""''"", 'setup', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
1509,5f6c28834272aba9ab77571b,Thin / Fast vs. Thick / Slow,"When he served with my old coach's 5 ply blade, with H3N, his serves were much much better, and his short game was far more controlled.",descriptive,"When he served with my old coach's 5 ply blade, with DHS-Hurricane-3-National, his serves were much much better, and his short game was far more controlled.","['When', 'he', 'served', 'with', 'my', 'old', 'coach', ""'s"", '5', 'ply', 'blade', ',', 'with', 'DHS-Hurricane-3-National', ',', 'his', 'serves', 'were', 'much', 'much', 'better', ',', 'and', 'his', 'short', 'game', 'was', 'far', 'more', 'controlled', '.']",['DHS-Hurricane-3-National'],[55],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"[84, 119]","['greater', 'greater']","['better', 'more']",[140],['greater'],['more control'],['control']
1519,5f6c28834272aba9ab77571b,Thin / Fast vs. Thick / Slow,"He has superb control on his FH and BH, and can roll and place the ball accurately.",descriptive,"He has superb control on his FH and BH, and can roll and place the ball accurately.","['He', 'has', 'superb', 'control', 'on', 'his', 'FH', 'and', 'BH', ',', 'and', 'can', 'roll', 'and', 'place', 'the', 'ball', 'accurately', '.']",[],[],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
1520,5f6c28834272aba9ab77571b,Thin / Fast vs. Thick / Slow,"Against even slightly high balls, his FH is explosive, yet accurate.",descriptive,"Against even slightly high balls, his FH is explosive, yet accurate.","['Against', 'even', 'slightly', 'high', 'balls', ',', 'his', 'FH', 'is', 'explosive', ',', 'yet', 'accurate', '.']",[],[],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
1521,5f6c28834272aba9ab77571b,Thin / Fast vs. Thick / Slow,"He hits the ball very very hard indeed, with masses of spin, and can hit through most defenders at this level.",descriptive,"He hits the ball very very hard indeed, with masses of spin, and can hit through most defenders at this level.","['He', 'hits', 'the', 'ball', 'very', 'very', 'hard', 'indeed', ',', 'with', 'masses', 'of', 'spin', ',', 'and', 'can', 'hit', 'through', 'most', 'defenders', 'at', 'this', 'level', '.']",[],[],1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
1550,5f6c28834272aba9ab77571b,Thin / Fast vs. Thick / Slow,This would be at the expense of spin capability on high impact shots.,descriptive,This would be at the expense of spin capability on high impact shots.,"['This', 'would', 'be', 'at', 'the', 'expense', 'of', 'spin', 'capability', 'on', 'high', 'impact', 'shots', '.']",[],[],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
1559,5f6c28834272aba9ab77571b,Thin / Fast vs. Thick / Slow,The feel is better.,descriptive,The feel is better.,"['The', 'feel', 'is', 'better', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[12],['greater'],['better'],[],[],[],[]
1564,5f6c28834272aba9ab77571b,Thin / Fast vs. Thick / Slow,Way too slow for any kind of attacking game.,descriptive,Way too slow for any kind of attacking game.,"['Way', 'too', 'slow', 'for', 'any', 'kind', 'of', 'attacking', 'game', '.']",[],[],0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"[9, 4]","['less', 'less']","['low', 'too ']",[8],['less'],['slow'],['speed']
1579,5f6c288b4272aba9ab775720,Hurricane 3 vs Tensors,Hurricane/Skyline are sticky/tacky rather than grippy.,descriptive,DHS-Hurricane/DHS-Skyline are sticky/tacky rather than grippy.,"['DHS-Hurricane/DHS-Skyline', 'are', 'sticky/tacky', 'rather', 'than', 'grippy', '.']",[],[],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
1581,5f6c288b4272aba9ab775720,Hurricane 3 vs Tensors,"It's solid, predictable, offers good control, and plenty of speed, and seems to be linear in terms of you getting out of the shot what you put in.",descriptive,"It's solid, predictable, offers good control, and plenty of speed, and seems to be linear in terms of you getting out of the shot what you put in.","['It', ""'s"", 'solid', ',', 'predictable', ',', 'offers', 'good', 'control', ',', 'and', 'plenty', 'of', 'speed', ',', 'and', 'seems', 'to', 'be', 'linear', 'in', 'terms', 'of', 'you', 'getting', 'out', 'of', 'the', 'shot', 'what', 'you', 'put', 'in', '.']",[],[],0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[32],['greater'],['good control'],['control']
1585,5f6c288b4272aba9ab775720,Hurricane 3 vs Tensors,"Just repeating what I've read here on the forum - Hurricane 3 is quite slow, and that slowness helps in the short game.",descriptive,"Just repeating what I've read here on the forum - DHS-Hurricane-3 is quite slow, and that slowness helps in the short game.","['Just', 'repeating', 'what', 'I', ""'ve"", 'read', 'here', 'on', 'the', 'forum', '-', 'DHS-Hurricane-3', 'is', 'quite', 'slow', ',', 'and', 'that', 'slowness', 'helps', 'in', 'the', 'short', 'game', '.']",['DHS-Hurricane-3'],[51],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[72],['less'],['low'],[75],['less'],['slow'],['speed']
1609,5f6c288b4272aba9ab775720,Hurricane 3 vs Tensors,Speed on loop against loop (against the robot) were a little more on 401.,descriptive,Speed on loop against loop (against the robot) were a little more on 401.,"['Speed', 'on', 'loop', 'against', 'loop', '(', 'against', 'the', 'robot', ')', 'were', 'a', 'little', 'more', 'on', '401', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[61],['greater'],['more'],[],[],[],[]
1634,5f6c288b4272aba9ab775720,Hurricane 3 vs Tensors,"I had a chance to speak to my old coach this morning, and he said that Skyline 2 is best for playing close to the table, and Hurricane 2 is good away from the table if you have a big and powerful loop.In today's game the only people I know using non-NEO Hurricane or Skyline are either people who haven't changed their rubbers in ages, people who still glue, or defenders, as the characteristic of, especially, H2 is that it works excellently as a chopping rubber.If you want to go this way, I would look at Hurricane 3 Neo, or, maybe one of the latest generations such as Hurricane 8 or Skyline 3-60.",descriptive,"I had a chance to speak to my old coach this morning, and he said that DHS-NEO-Skyline-2 is best for playing close to the table, and DHS-Hurricane-2 is good away from the table if you have a big and powerful loop.In today's game the only people I know using non-NEO DHS-Hurricane or DHS-Skyline are either people who haven't changed their rubbers in ages, people who still glue, or defenders, as the characteristic of, especially, DHS-Hurricane-2 is that it works excellently as a chopping rubber.If you want to go this way, I would look at DHS-Hurricane-3 Neo, or, maybe one of the latest generations such as DHS-Hurricane-8 or DHS-Skyline 3-60.","['I', 'had', 'a', 'chance', 'to', 'speak', 'to', 'my', 'old', 'coach', 'this', 'morning', ',', 'and', 'he', 'said', 'that', 'DHS-NEO-Skyline-2', 'is', 'best', 'for', 'playing', 'close', 'to', 'the', 'table', ',', 'and', 'DHS-Hurricane-2', 'is', 'good', 'away', 'from', 'the', 'table', 'if', 'you', 'have', 'a', 'big', 'and', 'powerful', 'loop.In', 'today', ""'s"", 'game', 'the', 'only', 'people', 'I', 'know', 'using', 'non-NEO', 'DHS-Hurricane', 'or', 'DHS-Skyline', 'are', 'either', 'people', 'who', 'have', ""n't"", 'changed', 'their', 'rubbers', 'in', 'ages', ',', 'people', 'who', 'still', 'glue', ',', 'or', 'defenders', ',', 'as', 'the', 'characteristic', 'of', ',', 'especially', ',', 'DHS-Hurricane-2', 'is', 'that', 'it', 'works', 'excellently', 'as', 'a', 'chopping', 'rubber.If', 'you', 'want', 'to', 'go', 'this', 'way', ',', 'I', 'would', 'look', 'at', 'DHS-Hurricane-3', 'Neo', ',', 'or', ',', 'maybe', 'one', 'of', 'the', 'latest', 'generations', 'such', 'as', 'DHS-Hurricane-8', 'or', 'DHS-Skyline', '3-60', '.']","['DHS-NEO-Skyline-2', 'DHS-Hurricane-2', 'DHS-Hurricane', 'DHS-Skyline', 'DHS-Hurricane-2', 'DHS-Hurricane-3', 'DHS-Hurricane-8', 'DHS-Skyline']","[72, 135, 269, 286, 440, 551, 622, 641]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[84, 101]","['greater', 'equal']","['best', 'close to']",[],[],[],[]
1635,5f6c288b4272aba9ab775720,Hurricane 3 vs Tensors,"Personally I think Skyline 3 Neo is a stunner of a rubber, and much underrated.",descriptive,"Personally I think DHS-Skyline 3 Neo is a stunner of a rubber, and much underrated.","['Personally', 'I', 'think', 'DHS-Skyline', '3', 'Neo', 'is', 'a', 'stunner', 'of', 'a', 'rubber', ',', 'and', 'much', 'underrated', '.']",['DHS-Skyline'],[19],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
1636,5f6c288b4272aba9ab775720,Hurricane 3 vs Tensors,H3-50 mighy be worth a try.,descriptive,DHS-Hurricane-3-50 mighy be worth a try.,"['DHS-Hurricane-3-50', 'mighy', 'be', 'worth', 'a', 'try', '.']",['DHS-Hurricane-3-50'],[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
1639,5f6c288b4272aba9ab775720,Hurricane 3 vs Tensors,"It's great in the short game, it's spinny, counter looping with this rubber feels great.",descriptive,"It's great in the short game, it's spinny, counter looping with this rubber feels great.","['It', ""'s"", 'great', 'in', 'the', 'short', 'game', ',', 'it', ""'s"", 'spinny', ',', 'counter', 'looping', 'with', 'this', 'rubber', 'feels', 'great', '.']",[],[],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[35],['greater'],['spinny'],[],[],[],[]
1662,5f6c288b4272aba9ab775720,Hurricane 3 vs Tensors,Iskandar I tried tinarc five and it doesn't feel that much different from usual hurricane 3 I think it is marketed for westerners but even then I used it on a blade that had soft outer plies and it was really slow and lacked topspin.,descriptive,Iskandar I tried tinarc five and it doesn't feel that much different from usual DHS-Hurricane-3 I think it is marketed for westerners but even then I used it on a blade that had soft outer plies and it was really slow and lacked topspin.,"['Iskandar', 'I', 'tried', 'tinarc', 'five', 'and', 'it', 'does', ""n't"", 'feel', 'that', 'much', 'different', 'from', 'usual', 'DHS-Hurricane-3', 'I', 'think', 'it', 'is', 'marketed', 'for', 'westerners', 'but', 'even', 'then', 'I', 'used', 'it', 'on', 'a', 'blade', 'that', 'had', 'soft', 'outer', 'plies', 'and', 'it', 'was', 'really', 'slow', 'and', 'lacked', 'topspin', '.']",['DHS-Hurricane-3'],[81],0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,"[210, 218]","['less', 'less']","['low', 'lack']",[213],['less'],['slow'],['speed']
1676,5f6c288b4272aba9ab775720,Hurricane 3 vs Tensors,Hurricane 3 lasts a very long time and it is pretty good when boosted.,descriptive,DHS-Hurricane-3 lasts a very long time and it is pretty good when boosted.,"['DHS-Hurricane-3', 'lasts', 'a', 'very', 'long', 'time', 'and', 'it', 'is', 'pretty', 'good', 'when', 'boosted', '.']",['DHS-Hurricane-3'],[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
1702,5f6c288b4272aba9ab775720,Hurricane 3 vs Tensors,"They were round and hard, definitely 3 star balls.",descriptive,"They were round and hard, definitely Galaxy-9000-3-Star balls.","['They', 'were', 'round', 'and', 'hard', ',', 'definitely', 'Galaxy-9000-3-Star', 'balls', '.']",['Galaxy-9000-3-Star'],[38],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
1750,5f6c288b4272aba9ab775720,Hurricane 3 vs Tensors,"How funny, Iskander.Late to the party on this thread, but coming from someone who uses T05 on the forehand, H3 was.. interesting.",descriptive,"How funny, Iskander.Late to the party on this thread, but coming from someone who uses Butterfly-Tenergy-05 on the forehand, DHS-Hurricane-3 was.. interesting.","['How', 'funny', ',', 'Iskander.Late', 'to', 'the', 'party', 'on', 'this', 'thread', ',', 'but', 'coming', 'from', 'someone', 'who', 'uses', 'Butterfly-Tenergy-05', 'on', 'the', 'forehand', ',', 'DHS-Hurricane-3', 'was', '..', 'interesting', '.']","['Butterfly-Tenergy-05', 'DHS-Hurricane-3']","[89, 128]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
1751,5f6c288b4272aba9ab775720,Hurricane 3 vs Tensors,Service was a lot spinnier.,descriptive,Service was a lot spinnier.,"['Service', 'was', 'a', 'lot', 'spinnier', '.']",[],[],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[18],['greater'],['spinnier'],['spin']
1766,5f6c28994272aba9ab775729,New 729-2 SENSOR VS 729 Focus II,The focus 2 is a awesome looping rubber once its been loosened up with a few layers of glue.,descriptive,The focus 2 is a awesome looping rubber once its been loosened up with a few layers of glue.,"['The', 'focus', '2', 'is', 'a', 'awesome', 'looping', 'rubber', 'once', 'its', 'been', 'loosened', 'up', 'with', 'a', 'few', 'layers', 'of', 'glue', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
1805,5f6c28a74272aba9ab775733,Twiddle Attack Rubber (Focus 3 Snipe vs Outlaw),"I grew up playing penhold, and learned RPB in recent years, but found penhold twiddling much harder.",descriptive,"I grew up playing penhold, and learned RPB in recent years, but found penhold twiddling much harder.","['I', 'grew', 'up', 'playing', 'penhold', ',', 'and', 'learned', 'RPB', 'in', 'recent', 'years', ',', 'but', 'found', 'penhold', 'twiddling', 'much', 'harder', '.']",[],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[93],['greater'],['harder'],['hardness']
1823,5f6c28a74272aba9ab775733,Twiddle Attack Rubber (Focus 3 Snipe vs Outlaw),"Yepp, good rubber except in humidity.",descriptive,"Yepp, good rubber except in humidity.","['Yepp', ',', 'good', 'rubber', 'except', 'in', 'humidity', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
